product_id,category,seller_id,base_price_rub,gross_margin_rate,product_rating,is_private_label,created_date
p_02301,Fashion,s_0131,538,0.2711,4.55,0,2024-01-10
p_02302,Beauty,s_0431,693,0.2961,4.9,0,2024-03-19
p_02303,Electronics,s_0399,4611,0.0445,4.39,0,2024-01-30
p_02304,Sports,s_0695,1738,0.2581,5.0,0,2023-06-01
p_02305,Home,s_0005,1587,0.1648,4.29,0,2023-02-10
p_02306,FMCG,s_0489,345,0.127,4.91,1,2024-05-06
p_02307,Auto,s_0348,2972,0.1376,4.73,0,2023-03-27
p_02308,Electronics,s_0399,1073,0.0928,4.59,0,2021-01-17
p_02309,FMCG,s_0516,509,0.1719,4.52,0,2022-05-06
p_02310,Pet,s_0607,1476,0.1573,4.74,0,2022-11-28
p_02311,Pet,s_0391,482,0.2684,3.96,1,2021-02-12
p_02312,Fashion,s_0363,567,0.2314,4.28,0,2023-05-22
p_02313,Beauty,s_0082,558,0.3595,5.0,1,2023-04-12
p_02314,Kids,s_0419,2309,0.2312,4.44,0,2022-08-29
p_02315,Beauty,s_0310,918,0.3305,4.15,0,2024-10-12
p_02316,Electronics,s_0560,3003,0.1281,4.92,0,2022-10-09
p_02317,Auto,s_0060,912,0.0687,4.16,0,2025-12-21
p_02318,FMCG,s_0512,263,0.127,4.26,0,2022-12-23
p_02319,Fashion,s_0576,956,0.2015,4.63,0,2024-12-13
p_02320,Auto,s_0537,1192,0.2052,4.54,0,2021-07-31
p_02321,Beauty,s_0180,899,0.2859,4.0,0,2024-07-02
p_02322,Auto,s_0046,1226,0.1554,4.43,0,2026-01-10
p_02323,Electronics,s_0678,1366,0.0464,4.31,0,2023-11-14
p_02324,Fashion,s_0255,679,0.1891,4.39,0,2021-08-18
p_02325,Home,s_0587,2555,0.1047,4.83,0,2022-01-25
p_02326,Kids,s_0442,808,0.192,4.69,0,2025-06-25
p_02327,Home,s_0176,3497,0.2166,4.66,0,2024-07-06
p_02328,Electronics,s_0186,10785,0.126,4.56,0,2024-07-27
p_02329,Electronics,s_0035,7555,0.1065,4.22,0,2021-04-22
p_02330,Sports,s_0595,1379,0.2335,4.16,0,2024-11-07
p_02331,Books,s_0642,292,0.1355,5.0,0,2021-04-10
p_02332,Books,s_0546,200,0.3035,4.19,0,2024-04-21
p_02333,Kids,s_0453,2114,0.174,4.89,0,2025-09-16
p_02334,Home,s_0420,2363,0.1247,4.29,0,2021-03-06
p_02335,Kids,s_0588,695,0.1488,4.77,0,2024-03-26
p_02336,Home,s_0341,760,0.2038,4.57,0,2025-10-28
p_02337,Auto,s_0255,2580,0.0728,4.22,0,2025-04-18
p_02338,Sports,s_0632,2038,0.2199,4.3,0,2025-08-21
p_02339,Kids,s_0510,1355,0.1102,4.59,1,2024-10-26
p_02340,Sports,s_0091,2133,0.128,4.31,0,2024-10-30
p_02341,Kids,s_0116,500,0.1473,4.49,0,2022-01-13
p_02342,Fashion,s_0007,894,0.2607,4.48,0,2022-12-19
p_02343,Books,s_0027,308,0.1464,3.68,0,2026-03-08
p_02344,Auto,s_0583,2495,0.152,4.66,0,2024-07-22
p_02345,Home,s_0531,1527,0.1988,4.56,0,2024-10-17
p_02346,Kids,s_0613,1897,0.2584,4.99,0,2024-02-15
p_02347,Electronics,s_0512,4174,0.0858,3.94,1,2022-01-09
p_02348,Home,s_0418,1302,0.1918,4.69,0,2021-08-02
p_02349,Auto,s_0686,755,0.1559,4.48,0,2024-10-27
p_02350,Sports,s_0023,1085,0.2375,4.69,0,2021-08-28
p_02351,Pet,s_0031,1484,0.1293,4.4,0,2023-03-27
p_02352,Pet,s_0181,837,0.2591,4.28,0,2022-02-20
p_02353,Fashion,s_0522,2202,0.1803,4.59,0,2025-09-06
p_02354,Pet,s_0131,767,0.223,4.74,0,2022-09-19
p_02355,Home,s_0172,2137,0.2147,4.37,1,2022-11-07
p_02356,Beauty,s_0013,1042,0.2661,4.47,0,2022-01-20
p_02357,FMCG,s_0506,226,0.1171,4.13,0,2021-09-18
p_02358,Books,s_0018,403,0.1386,4.26,0,2022-02-27
p_02359,FMCG,s_0090,621,0.1492,4.26,0,2022-05-14
p_02360,Electronics,s_0644,2189,0.1791,4.41,1,2023-10-11
p_02361,Pet,s_0435,1169,0.2428,4.34,0,2021-11-25
p_02362,Pet,s_0632,1378,0.1614,4.74,0,2021-07-27
p_02363,Sports,s_0149,1170,0.2922,4.02,1,2022-11-02
p_02364,Electronics,s_0633,2249,0.1212,4.31,0,2024-02-27
p_02365,Home,s_0534,925,0.1888,4.58,0,2025-01-29
p_02366,Auto,s_0268,2022,0.2525,4.26,0,2025-02-21
p_02367,Sports,s_0320,885,0.2552,4.58,0,2021-10-11
p_02368,Books,s_0191,396,0.1192,4.23,0,2023-01-08
p_02369,Beauty,s_0511,402,0.1724,4.61,0,2021-10-27
p_02370,Fashion,s_0529,1567,0.2637,4.65,1,2022-08-30
p_02371,Fashion,s_0147,933,0.205,5.0,0,2023-08-07
p_02372,Sports,s_0053,2059,0.2399,4.59,0,2022-09-08
p_02373,Fashion,s_0389,1033,0.2755,4.09,0,2023-08-13
p_02374,Beauty,s_0157,404,0.3288,4.42,0,2021-12-30
p_02375,Home,s_0284,2858,0.1781,4.59,0,2023-09-19
p_02376,Auto,s_0273,2653,0.1726,4.45,1,2023-06-14
p_02377,Sports,s_0223,1222,0.1739,4.97,1,2023-01-26
p_02378,Home,s_0065,521,0.1546,3.84,1,2024-06-03
p_02379,Auto,s_0479,1890,0.1584,4.55,0,2024-01-03
p_02380,Sports,s_0450,1521,0.2499,5.0,0,2022-08-19
p_02381,Auto,s_0280,5404,0.1611,4.68,0,2021-02-12
p_02382,Fashion,s_0436,2757,0.2395,4.42,0,2026-03-13
p_02383,Sports,s_0395,688,0.2126,4.4,0,2022-10-15
p_02384,FMCG,s_0278,400,0.1626,4.43,0,2021-10-02
p_02385,Beauty,s_0216,897,0.2341,4.44,0,2022-01-26
p_02386,Home,s_0170,1437,0.1731,4.24,0,2024-03-11
p_02387,Kids,s_0644,1078,0.2725,4.64,0,2022-03-09
p_02388,Kids,s_0213,1104,0.3029,4.57,0,2023-01-27
p_02389,Electronics,s_0116,2140,0.1554,4.13,0,2021-10-14
p_02390,Pet,s_0443,1748,0.1493,4.2,0,2021-12-28
p_02391,Kids,s_0486,931,0.169,4.59,0,2021-10-28
p_02392,FMCG,s_0451,798,0.1323,4.18,0,2024-12-01
p_02393,Home,s_0459,1987,0.232,4.61,0,2022-09-06
p_02394,Home,s_0611,1550,0.2001,4.59,0,2021-09-28
p_02395,Auto,s_0163,1450,0.1313,4.16,0,2021-09-17
p_02396,Kids,s_0087,590,0.2337,4.45,0,2021-10-19
p_02397,FMCG,s_0294,315,0.069,4.96,0,2025-02-23
p_02398,Sports,s_0094,2343,0.218,4.69,1,2022-05-19
p_02399,Electronics,s_0382,4146,0.1326,4.56,1,2024-06-11
p_02400,Electronics,s_0222,8904,0.0851,4.23,0,2024-11-05
p_02401,Books,s_0297,532,0.1259,4.32,0,2022-06-11
p_02402,FMCG,s_0307,277,0.1405,4.57,0,2023-06-22
p_02403,Sports,s_0453,1006,0.2325,4.45,0,2022-07-30
p_02404,FMCG,s_0658,601,0.1515,4.76,0,2022-09-17
p_02405,Electronics,s_0619,5777,0.1373,4.23,0,2023-03-10
p_02406,Kids,s_0674,1567,0.2366,4.93,0,2023-08-26
p_02407,Kids,s_0404,1156,0.1772,4.83,0,2021-05-23
p_02408,Auto,s_0450,2289,0.1139,4.84,0,2021-09-17
p_02409,Beauty,s_0137,627,0.2558,4.15,0,2023-04-12
p_02410,Electronics,s_0657,1508,0.0821,4.36,0,2023-09-25
p_02411,Sports,s_0360,1389,0.2113,4.38,0,2024-11-15
p_02412,Home,s_0177,1169,0.197,4.55,0,2026-02-03
p_02413,Electronics,s_0065,2387,0.1056,4.39,0,2022-01-31
p_02414,Fashion,s_0545,3109,0.2168,4.78,0,2021-04-01
p_02415,Fashion,s_0606,480,0.2743,4.67,0,2021-03-10
p_02416,Beauty,s_0590,1032,0.3533,4.4,0,2026-01-07
p_02417,Home,s_0037,1586,0.1453,4.22,0,2022-12-29
p_02418,Auto,s_0216,2167,0.1609,4.68,0,2021-03-16
p_02419,Sports,s_0222,1211,0.2864,5.0,0,2023-01-06
p_02420,Electronics,s_0173,2163,0.1324,4.56,0,2021-03-04
p_02421,Fashion,s_0075,1139,0.2662,4.19,0,2025-02-25
p_02422,Auto,s_0131,6157,0.1457,4.7,0,2022-09-02
p_02423,Sports,s_0443,1387,0.2044,4.32,0,2025-03-17
p_02424,Fashion,s_0406,514,0.2834,4.13,0,2021-09-18
p_02425,Sports,s_0523,857,0.2388,4.96,1,2022-12-31
p_02426,Sports,s_0427,984,0.3008,4.04,0,2024-07-16
p_02427,Home,s_0605,3435,0.1821,4.88,0,2021-05-14
p_02428,Electronics,s_0161,2283,0.04,4.08,0,2024-11-12
p_02429,Electronics,s_0171,4297,0.1175,4.51,0,2021-10-11
p_02430,Auto,s_0477,2715,0.1442,4.76,0,2022-01-08
p_02431,Books,s_0092,279,0.2693,4.67,0,2025-04-27
p_02432,Kids,s_0226,825,0.2356,4.44,0,2025-05-04
p_02433,FMCG,s_0539,349,0.1096,4.13,0,2022-07-03
p_02434,Auto,s_0194,1896,0.1649,4.64,0,2025-10-17
p_02435,Kids,s_0122,918,0.2212,4.5,1,2025-12-06
p_02436,FMCG,s_0177,315,0.1227,4.9,0,2024-07-19
p_02437,Fashion,s_0579,1297,0.2435,4.4,0,2024-03-20
p_02438,Fashion,s_0280,1442,0.2891,4.26,0,2024-03-05
p_02439,Kids,s_0501,1314,0.2249,4.44,0,2025-07-19
p_02440,Beauty,s_0093,881,0.2721,4.03,0,2023-12-20
p_02441,Kids,s_0381,1497,0.2708,4.51,0,2023-12-20
p_02442,Fashion,s_0681,439,0.2471,4.79,0,2024-07-07
p_02443,Fashion,s_0029,1369,0.2612,4.28,0,2023-02-08
p_02444,Beauty,s_0687,331,0.3709,4.11,0,2023-09-05
p_02445,Beauty,s_0131,2100,0.2632,4.8,0,2024-08-27
p_02446,Beauty,s_0654,1047,0.3308,4.59,1,2024-03-16
p_02447,Electronics,s_0635,3998,0.1045,4.47,0,2023-09-03
p_02448,Fashion,s_0383,3043,0.237,4.7,0,2021-01-10
p_02449,Electronics,s_0154,2652,0.0918,4.27,0,2024-08-06
p_02450,Kids,s_0631,657,0.0965,4.89,0,2024-01-08
p_02451,Electronics,s_0186,2830,0.1391,4.46,0,2025-04-05
p_02452,Sports,s_0058,1000,0.1513,4.1,0,2025-09-07
p_02453,Sports,s_0503,2307,0.2499,4.41,0,2022-11-09
p_02454,Beauty,s_0302,516,0.2647,4.27,0,2024-08-18
p_02455,Electronics,s_0176,1171,0.1247,5.0,0,2023-08-23
p_02456,Beauty,s_0345,639,0.305,4.0,0,2022-07-15
p_02457,Electronics,s_0395,1073,0.1857,4.6,0,2023-06-13
p_02458,Fashion,s_0329,639,0.264,3.41,0,2024-10-20
p_02459,Fashion,s_0508,3536,0.1618,4.33,0,2023-12-20
p_02460,Beauty,s_0583,536,0.2681,4.91,0,2021-10-13
p_02461,Auto,s_0513,5161,0.1795,5.0,0,2023-06-04
p_02462,Home,s_0194,1775,0.164,4.03,0,2023-04-05
p_02463,Auto,s_0481,3472,0.1165,4.68,0,2023-02-08
p_02464,Pet,s_0100,761,0.2343,4.72,0,2025-09-05
p_02465,Auto,s_0500,1277,0.1506,4.57,0,2025-01-13
p_02466,Kids,s_0414,1131,0.111,4.5,0,2021-06-07
p_02467,Home,s_0223,961,0.1892,4.6,0,2022-10-27
p_02468,Fashion,s_0304,1598,0.2236,4.72,0,2025-07-23
p_02469,Home,s_0335,1605,0.1935,4.25,0,2021-01-04
p_02470,Electronics,s_0155,3031,0.1284,4.95,0,2024-06-14
p_02471,Home,s_0441,963,0.0817,4.89,0,2024-09-11
p_02472,Pet,s_0036,454,0.2804,4.48,1,2022-07-09
p_02473,Books,s_0438,111,0.1393,4.37,0,2021-01-03
p_02474,Electronics,s_0265,2635,0.1087,4.19,0,2024-08-20
p_02475,Electronics,s_0323,3092,0.1271,4.71,0,2024-05-05
p_02476,Home,s_0004,1920,0.2158,4.66,0,2025-06-12
p_02477,Electronics,s_0073,8161,0.116,4.26,0,2024-04-08
p_02478,Electronics,s_0080,4056,0.1879,5.0,0,2024-06-22
p_02479,Fashion,s_0300,2163,0.2694,4.05,0,2024-05-13
p_02480,Electronics,s_0384,5475,0.04,3.83,0,2021-11-08
p_02481,Pet,s_0627,902,0.2317,4.81,0,2021-06-12
p_02482,Home,s_0294,2199,0.1079,4.09,0,2022-02-27
p_02483,Kids,s_0421,1065,0.1587,4.7,0,2023-11-15
p_02484,Electronics,s_0034,1442,0.0848,4.49,0,2023-05-12
p_02485,Home,s_0587,1493,0.286,4.03,0,2022-12-28
p_02486,Electronics,s_0441,6199,0.1365,4.38,0,2022-02-18
p_02487,Pet,s_0370,1451,0.1404,4.35,0,2024-02-04
p_02488,Home,s_0650,2139,0.2651,4.9,0,2021-06-22
p_02489,Fashion,s_0546,1752,0.203,4.53,0,2024-12-23
p_02490,Fashion,s_0292,3552,0.2858,4.36,0,2022-07-09
p_02491,Home,s_0338,8518,0.2144,4.86,0,2024-01-01
p_02492,FMCG,s_0048,433,0.1233,4.07,0,2024-03-01
p_02493,Beauty,s_0029,423,0.3663,4.23,0,2024-11-15
p_02494,Electronics,s_0470,5957,0.1389,3.99,0,2021-02-08
p_02495,Books,s_0647,373,0.2269,4.6,1,2022-10-18
p_02496,Sports,s_0275,2240,0.2263,4.47,0,2024-12-24
p_02497,Home,s_0534,1522,0.2012,5.0,1,2021-07-07
p_02498,Pet,s_0332,956,0.1512,4.74,0,2024-08-13
p_02499,Fashion,s_0119,1048,0.2537,4.31,0,2026-01-02
p_02500,Books,s_0292,191,0.0912,4.26,0,2023-08-19
p_02501,Pet,s_0557,434,0.2252,4.53,1,2022-01-10
p_02502,Home,s_0120,2894,0.1886,4.75,0,2024-12-11
p_02503,Electronics,s_0001,7454,0.1404,3.98,0,2025-09-20
p_02504,Home,s_0115,2461,0.1935,4.72,0,2021-09-17
p_02505,Home,s_0213,1478,0.1456,4.41,0,2022-11-27
p_02506,Auto,s_0244,2011,0.109,4.55,1,2023-05-18
p_02507,Books,s_0066,355,0.1118,4.86,0,2021-07-17
p_02508,Auto,s_0382,1902,0.1752,3.7,1,2023-01-09
p_02509,Sports,s_0439,2895,0.2795,4.1,0,2026-03-02
p_02510,Kids,s_0044,1923,0.261,4.54,0,2021-05-05
p_02511,Beauty,s_0265,583,0.3399,4.2,0,2023-03-27
p_02512,Books,s_0699,361,0.1843,4.5,0,2025-10-04
p_02513,Auto,s_0030,2112,0.2205,4.72,0,2022-11-25
p_02514,Auto,s_0568,2164,0.1556,4.48,0,2022-06-27
p_02515,Home,s_0203,593,0.2577,4.94,0,2025-08-04
p_02516,Home,s_0476,9594,0.2536,4.21,0,2021-02-05
p_02517,Fashion,s_0524,2171,0.2773,4.23,0,2021-09-18
p_02518,Beauty,s_0074,385,0.2429,4.04,0,2024-04-19
p_02519,Sports,s_0624,2269,0.2518,4.32,0,2022-07-22
p_02520,Electronics,s_0340,10662,0.1326,4.97,0,2023-09-15
p_02521,Fashion,s_0659,425,0.2592,4.78,0,2022-10-17
p_02522,Beauty,s_0637,502,0.303,5.0,0,2022-11-27
p_02523,Home,s_0432,941,0.1955,4.46,0,2022-10-26
p_02524,Beauty,s_0067,421,0.3108,4.82,1,2021-08-16
p_02525,FMCG,s_0016,582,0.0994,3.94,0,2022-12-24
p_02526,Books,s_0073,391,0.2268,4.97,0,2022-10-16
p_02527,Sports,s_0064,893,0.2112,5.0,0,2021-09-23
p_02528,Home,s_0118,2601,0.1331,4.24,0,2024-05-13
p_02529,Kids,s_0590,713,0.3595,4.54,0,2021-12-24
p_02530,FMCG,s_0346,321,0.1225,4.96,0,2022-08-12
p_02531,Home,s_0293,2024,0.2339,4.99,0,2024-02-23
p_02532,Pet,s_0270,734,0.1897,5.0,0,2023-11-14
p_02533,Electronics,s_0317,3195,0.1404,4.45,0,2026-03-14
p_02534,Kids,s_0388,733,0.2076,4.92,0,2023-05-25
p_02535,FMCG,s_0067,246,0.1339,4.05,0,2023-02-26
p_02536,Kids,s_0376,2240,0.1679,4.4,0,2025-09-23
p_02537,Auto,s_0105,978,0.1121,5.0,0,2021-01-28
p_02538,Home,s_0364,1220,0.1605,3.97,1,2021-10-18
p_02539,Beauty,s_0500,1173,0.2478,5.0,0,2022-10-22
p_02540,Beauty,s_0357,218,0.244,4.38,1,2025-09-26
p_02541,Fashion,s_0686,1428,0.2294,4.62,0,2025-05-29
p_02542,Sports,s_0254,876,0.1601,4.37,0,2023-10-06
p_02543,Kids,s_0634,1164,0.2135,4.24,0,2022-03-10
p_02544,Kids,s_0648,1935,0.1797,5.0,0,2025-07-25
p_02545,FMCG,s_0651,358,0.1582,4.16,0,2021-09-19
p_02546,Kids,s_0138,1776,0.0749,4.22,1,2021-05-20
p_02547,Sports,s_0071,591,0.2331,4.54,0,2025-04-08
p_02548,Pet,s_0051,789,0.2773,4.46,0,2023-05-04
p_02549,Auto,s_0685,699,0.1464,4.8,0,2022-02-16
p_02550,Home,s_0176,4568,0.1505,4.16,0,2025-10-10
p_02551,Pet,s_0360,590,0.1925,4.22,0,2022-10-21
p_02552,Fashion,s_0298,1664,0.1527,4.77,0,2021-06-12
p_02553,Fashion,s_0586,5004,0.2726,4.41,0,2025-05-14
p_02554,Fashion,s_0040,1860,0.3441,4.39,0,2022-03-08
p_02555,Home,s_0643,948,0.1264,4.82,0,2023-04-12
p_02556,Electronics,s_0625,1650,0.1407,4.88,0,2021-08-27
p_02557,Electronics,s_0169,3089,0.0499,4.03,0,2022-04-14
p_02558,Electronics,s_0668,1394,0.0867,4.6,0,2024-10-10
p_02559,Books,s_0068,539,0.1621,4.64,0,2024-10-24
p_02560,FMCG,s_0564,288,0.1324,4.31,0,2021-03-05
p_02561,Auto,s_0657,2117,0.1477,4.68,0,2021-06-26
p_02562,Fashion,s_0517,2034,0.1572,4.86,0,2022-12-25
p_02563,Sports,s_0639,2831,0.1539,4.07,0,2023-12-18
p_02564,Kids,s_0061,402,0.2178,4.18,0,2022-08-02
p_02565,Beauty,s_0291,882,0.3237,4.0,0,2024-04-26
p_02566,Sports,s_0600,987,0.2574,4.04,0,2023-08-31
p_02567,Beauty,s_0619,436,0.2857,5.0,0,2024-01-18
p_02568,Home,s_0340,1350,0.27,4.86,1,2025-11-19
p_02569,Beauty,s_0256,1123,0.3195,4.44,0,2022-05-17
p_02570,Books,s_0078,253,0.0853,4.47,0,2024-10-02
p_02571,Fashion,s_0307,2224,0.2428,3.86,0,2021-12-13
p_02572,Electronics,s_0184,4172,0.1067,4.19,1,2023-07-14
p_02573,Beauty,s_0227,421,0.2691,3.86,0,2024-10-24
p_02574,Electronics,s_0498,5374,0.1114,4.12,0,2021-11-21
p_02575,Kids,s_0642,1100,0.2517,4.15,0,2022-06-08
p_02576,Beauty,s_0236,819,0.2711,4.77,0,2024-11-02
p_02577,Home,s_0221,1233,0.2324,3.92,1,2024-01-21
p_02578,Books,s_0659,574,0.121,4.34,0,2025-03-28
p_02579,Home,s_0392,4057,0.2614,4.56,0,2021-04-13
p_02580,Fashion,s_0662,1123,0.293,4.24,0,2022-02-01
p_02581,Auto,s_0580,3096,0.1529,4.26,0,2024-06-18
p_02582,Auto,s_0456,2904,0.2111,4.14,0,2024-05-20
p_02583,Auto,s_0580,3470,0.1892,4.03,0,2021-11-07
p_02584,Electronics,s_0327,2083,0.1225,4.2,1,2023-02-03
p_02585,Books,s_0099,99,0.1181,3.69,0,2025-10-16
p_02586,Home,s_0428,602,0.1801,4.53,0,2022-11-09
p_02587,Books,s_0538,289,0.2173,4.4,0,2023-01-19
p_02588,Books,s_0335,912,0.1608,4.93,0,2024-02-04
p_02589,Pet,s_0296,1796,0.0969,4.55,0,2021-06-21
p_02590,Fashion,s_0145,1861,0.2403,4.67,0,2024-09-16
p_02591,Sports,s_0276,1005,0.2656,3.88,1,2021-03-22
p_02592,Beauty,s_0473,1677,0.2767,4.03,0,2021-04-05
p_02593,Auto,s_0311,1438,0.1396,4.06,0,2022-06-28
p_02594,Fashion,s_0272,2481,0.2348,4.49,0,2022-10-14
p_02595,Home,s_0521,1469,0.1785,4.12,0,2021-07-21
p_02596,Fashion,s_0012,668,0.2178,4.73,0,2022-02-02
p_02597,Home,s_0342,2665,0.2315,4.11,0,2024-08-03
p_02598,Books,s_0597,484,0.1279,4.35,0,2024-08-04
p_02599,Books,s_0274,515,0.0957,4.47,0,2023-01-07
p_02600,Fashion,s_0621,576,0.26,4.76,0,2024-03-22
p_02601,Auto,s_0514,2379,0.1284,4.63,0,2023-04-23
p_02602,Fashion,s_0047,3827,0.2772,4.13,0,2023-04-29
p_02603,Sports,s_0388,1586,0.2018,4.06,1,2026-02-28
p_02604,Kids,s_0379,1566,0.1893,3.91,0,2023-04-02
p_02605,Home,s_0375,1470,0.1984,4.58,1,2022-05-30
p_02606,Electronics,s_0535,4419,0.0879,4.51,0,2022-08-17
p_02607,Beauty,s_0363,682,0.3556,4.66,0,2023-04-04
p_02608,Fashion,s_0448,673,0.3076,3.62,0,2021-11-02
p_02609,Beauty,s_0142,317,0.262,4.87,0,2022-03-09
p_02610,Sports,s_0336,1748,0.2352,4.21,0,2022-07-30
p_02611,Sports,s_0186,2115,0.2325,4.27,0,2022-09-27
p_02612,Electronics,s_0547,2098,0.1054,4.36,0,2024-06-27
p_02613,Fashion,s_0279,306,0.2319,4.53,0,2023-07-20
p_02614,Electronics,s_0331,2856,0.1579,4.54,0,2021-02-15
p_02615,Auto,s_0446,2000,0.2415,4.42,0,2024-02-13
p_02616,Home,s_0078,1800,0.1812,4.28,0,2025-12-20
p_02617,Auto,s_0534,3292,0.1992,4.26,0,2022-07-06
p_02618,Sports,s_0432,670,0.2636,4.15,0,2022-06-21
p_02619,Books,s_0220,294,0.2032,4.23,1,2024-01-22
p_02620,Books,s_0268,286,0.2286,4.31,0,2024-03-06
p_02621,FMCG,s_0030,796,0.1526,4.58,0,2022-03-19
p_02622,Auto,s_0661,2028,0.1633,4.4,0,2021-05-13
p_02623,Books,s_0353,1117,0.2398,4.77,0,2021-11-15
p_02624,FMCG,s_0409,183,0.1005,4.9,0,2025-08-02
p_02625,Home,s_0084,649,0.186,4.38,0,2021-01-25
p_02626,Home,s_0222,2026,0.257,4.35,0,2023-05-10
p_02627,Beauty,s_0381,458,0.2549,4.04,0,2025-04-04
p_02628,Sports,s_0507,437,0.2316,3.87,0,2025-04-14
p_02629,Electronics,s_0371,3718,0.0773,4.6,0,2021-04-16
p_02630,Home,s_0024,1981,0.2373,5.0,0,2024-09-25
p_02631,Kids,s_0421,1661,0.2831,4.17,0,2025-12-02
p_02632,Beauty,s_0600,708,0.2492,5.0,0,2021-05-07
p_02633,Kids,s_0294,918,0.1701,4.47,0,2022-11-06
p_02634,Pet,s_0162,550,0.2089,4.73,0,2023-04-26
p_02635,Electronics,s_0425,2461,0.0951,4.62,0,2022-09-28
p_02636,Sports,s_0665,1403,0.19,4.51,0,2025-11-22
p_02637,Sports,s_0396,3399,0.2407,4.2,0,2024-08-11
p_02638,FMCG,s_0661,288,0.1435,4.61,0,2021-07-02
p_02639,Auto,s_0637,1457,0.1928,4.63,0,2024-09-14
p_02640,Home,s_0554,7807,0.2404,4.6,0,2021-10-30
p_02641,Home,s_0674,982,0.1666,5.0,0,2022-02-01
p_02642,Auto,s_0124,2122,0.1242,4.79,0,2022-08-31
p_02643,Fashion,s_0663,2773,0.1963,4.63,0,2023-03-21
p_02644,Books,s_0315,117,0.1679,4.45,0,2024-12-26
p_02645,FMCG,s_0673,243,0.1196,3.94,0,2025-01-25
p_02646,Beauty,s_0215,213,0.2473,3.96,0,2023-04-02
p_02647,Home,s_0253,1029,0.2071,4.16,1,2022-09-28
p_02648,Electronics,s_0077,3164,0.1665,5.0,0,2025-12-07
p_02649,Sports,s_0478,1864,0.2022,4.12,0,2021-03-29
p_02650,Auto,s_0627,1555,0.148,4.5,0,2021-10-22
p_02651,FMCG,s_0084,294,0.0624,4.89,0,2024-05-08
p_02652,Home,s_0280,4404,0.1689,3.98,0,2021-10-17
p_02653,Home,s_0228,1649,0.1837,4.71,0,2022-06-26
p_02654,Kids,s_0029,695,0.1788,4.91,0,2022-08-24
p_02655,Beauty,s_0504,1148,0.252,4.04,0,2025-02-05
p_02656,Pet,s_0281,664,0.2374,5.0,0,2025-03-25
p_02657,Pet,s_0472,349,0.2101,4.47,1,2023-09-12
p_02658,Auto,s_0462,1234,0.1502,4.77,0,2022-12-06
p_02659,Electronics,s_0455,2926,0.04,5.0,0,2022-09-16
p_02660,Beauty,s_0396,804,0.2747,5.0,0,2025-08-16
p_02661,Books,s_0200,538,0.1266,4.62,0,2023-01-18
p_02662,Pet,s_0690,683,0.1905,4.79,0,2023-01-24
p_02663,FMCG,s_0569,462,0.0797,4.51,0,2024-03-23
p_02664,Home,s_0532,767,0.1642,5.0,0,2022-04-14
p_02665,FMCG,s_0659,409,0.1733,4.79,0,2024-08-19
p_02666,Kids,s_0414,1426,0.2006,4.33,0,2021-10-26
p_02667,Sports,s_0669,1581,0.283,4.61,0,2022-07-01
p_02668,Home,s_0581,1352,0.1104,4.71,0,2026-01-23
p_02669,Kids,s_0075,664,0.2256,5.0,0,2023-06-24
p_02670,Electronics,s_0551,4229,0.1155,5.0,0,2023-01-28
p_02671,Home,s_0012,889,0.2297,3.47,0,2021-06-27
p_02672,Beauty,s_0316,776,0.3275,4.21,0,2023-01-30
p_02673,FMCG,s_0279,1096,0.1772,4.37,0,2022-06-19
p_02674,Books,s_0077,369,0.1977,4.41,0,2022-03-20
p_02675,Auto,s_0533,5191,0.1015,4.35,0,2025-01-18
p_02676,Auto,s_0442,3456,0.1779,4.07,0,2022-01-06
p_02677,Beauty,s_0070,846,0.2999,5.0,0,2023-10-20
p_02678,Electronics,s_0237,4737,0.1048,4.61,0,2025-06-27
p_02679,Fashion,s_0667,598,0.233,4.72,0,2021-02-03
p_02680,Fashion,s_0667,1085,0.247,4.57,0,2023-05-19
p_02681,Fashion,s_0259,2233,0.2808,4.1,0,2024-11-18
p_02682,Fashion,s_0047,2762,0.2826,4.45,0,2021-08-24
p_02683,Kids,s_0437,1655,0.1974,4.91,1,2025-09-16
p_02684,FMCG,s_0630,572,0.1504,4.36,0,2023-10-31
p_02685,Fashion,s_0650,2387,0.2739,3.9,0,2024-01-15
p_02686,Fashion,s_0322,723,0.2868,4.57,0,2021-01-13
p_02687,Kids,s_0434,874,0.156,4.55,0,2024-12-04
p_02688,Electronics,s_0234,4806,0.1426,4.71,0,2021-06-15
p_02689,Auto,s_0108,2819,0.1529,4.25,0,2025-04-30
p_02690,Fashion,s_0277,3322,0.2395,4.46,0,2021-12-08
p_02691,Fashion,s_0193,1244,0.2198,4.15,0,2022-12-01
p_02692,Home,s_0598,1285,0.2417,4.48,0,2021-05-27
p_02693,Kids,s_0370,2467,0.2305,3.84,0,2026-02-11
p_02694,Fashion,s_0283,873,0.3203,4.5,0,2023-03-13
p_02695,Auto,s_0413,1448,0.2158,4.24,0,2025-07-26
p_02696,Beauty,s_0114,483,0.3102,5.0,0,2025-12-16
p_02697,FMCG,s_0524,658,0.1404,4.86,1,2026-02-03
p_02698,Sports,s_0062,2159,0.2158,4.67,0,2021-09-12
p_02699,Sports,s_0458,2205,0.165,4.62,0,2025-04-17
p_02700,Sports,s_0359,675,0.208,4.13,0,2023-11-17
p_02701,Fashion,s_0392,1934,0.2033,4.4,0,2024-03-13
p_02702,Electronics,s_0449,3410,0.1539,4.54,1,2024-05-25
